Obs_ID,Paper_Num,Old Num,duplicated_in,Added by,Author 1,Author 2,Author 3,Year,Title,Journal,Biome,Country,Latitud,Longitud,study year,Habitat,Substrate,Depth (m),Family,Genera,Species (seagrass),Ontogeny,Treatment_Nutrients,Treatment_CO2,Treatment_Tª,Treatment_Light,Treatment_Epiphytes,Treatment_Herbivory,Treatment_Multiple stres,Temperature_Treatment,Treatment_designation,Herbivore (category),Herbivore(type),Species (herbivore),Type of defense,Study description,Herb_manipulation,Macro_Herbivory_presence,Herbivory_info,Herbivory_quantification_assigned,Herbivory_approach,Details,Env.exp.Approach,Water samples (num),site,Treatment.type_CO2,Treatment.type_N,Treatment.type_Temp,Treatment.type_HW.hours,Treatment.type_recovery,treatment.type_Light,Treatment.type_herbivory_removal_percent,Replicates/treatment,duration.days,season,Size (L),Size(m2),Salinity,Salinity_SE,salinity_SD,Tª, Tª_SE,Tª_SD,Total_Alkalinity_TA_(umol/kg SW),TA_SE,TA_SD,pH,pH_SE,pH_SD,Light (mol photon/m2 d),Light (umol photon/m2 s),Light_SE (umol photon/m2 s),DIC_(umol/kg),DIC_SE,DIC_SD,pCO2_(uatm),pCO2_SE,pCO2_STD,CO2_umol/kg,CO2_SE,CO2_STD,CO2(aq)_(umol),CO2(aq)_(STD,HCO3_(umol/kg),HCO3_SE,Total_C (umol/kg),TC_SD,Total_CO2 (mM),Total_CO2 STD,CO32-,CO32-_SE,CO32-_SD,omega_ar,omega_ar_SE,omega_ar_SD,omega_ca,omega_ca_SE,omega_ca_SD,Nutrients_NH4_mean,Nutrients_NH4_SE,Nutrients_NH4_units,Nutrients_P_mean,Nutrients_P_SE,Nutrients_P_units,Nutrients_NO3_mean,Nutrients_NO3_SE,Nutrients_NO3_units,NO_mean NO (mg/L),NO_units,SENO,N,P,K,Yield_Mean ,Yield_SD,Yield_n,Yield_SE,ETRmax_Mean ,ETRmax_SD,ETR_units,ETRmax_n,ETRmax_SE,Ik_Mean ,Ik_units,Ik_SD,Ik_n ,Ik_SE,Ic_Mean ,Ic_units,Ic_SD,Ic_n,Ic_SE,Pmax_mean,Pmax_unit,Pmax_std,P_max_n,Pmax_SE,alpha_Mean ,alpha_SD,alpha_n,alpha_SE,NPP_Mean,NPP_units,NPP_SD,NPP_n,NPP_SE,R_Mean ,R_units,R_SD,R_n,R_SE,R_Mean ,R_units,R_SD,R_n,R_SE,Rrhiz_Mean ,Rrhiz_units,Rrhiz_SD,Rrhiz_n,Rrhiz_SE,GPP_Mean ,GPP_units,GPP_SD,GPP_n,GPP_SE,Energetic surplus (Pg:R)_Mean ,Energetic surplus (Pg:R)_SD,Energetic surplus (Pg:R)_n,Energetic surplus (Pg:R)_SE,Chla_Mean ,Chla_units,Chla_SD,Chla_n,Chla_SE,Chlb_Mean ,Chlb_units,Chlb_SD,Chlb_n,Chlb_SE,AbovegroundBM_Mean ,AbovegroundBM_units,AbovegroundBM_SD,AbovegroundBM_n,AbovegroundBM_SE,AbovegroundBM_Mean ,AbovegroundBM_units,AbovegroundBM_SD,AbovegroundBM_n,AbovegroundBM_SE,BelowgroundBiomass_Mean ,BelowgroundBiomass_units,BelowgroundBiomass_SD,BelowgroundBiomass_n,BelowgroundBiomass_SE,A:B_Mean ,A:B_SD,A:B_n,A:B_SE,Total_Biomass_Mean ,Total_Biomass_units,Total_Biomass_SD,Total_Biomass_n,Total_Biomass_SE,shoot density(shoot/m2)_Mean ,shoot density(shoot/m2)_SD,shoot density(shoot/m2)_n,shoot density(shoot/m2)_SE,Plant cover(%)_Mean ,Plant cover(%)_SD,Plant cover(%)_n,Plant cover(%)_SE,Shoot recruitment_Mean ,Shoot recruitment_units,Shoot recruitment_SD,Shoot recruitment_n,Shoot recruitment_SE,Growth_plantpart_units,Growth_Mean ,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Growth_Mean ,Growth_plantpart_units,Growth_SD,Growth_n,Growth_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Size_Mean,Size_plantpart_units,Size_SD,Size_n,Size_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,Biomass_Mean ,Biomass_units,Biomass_SD,Biomass_n,Biomass_SE,CN_Mean ,CN_plantpart,CN_SD,CN_n,CN_SE,CN_Mean ,CN_plantpart,CN_SD,CN_n,CN_SE,N_Mean ,N_units_plantpart,N_SD,N_n,N_SE,N_Mean ,N_units_plantpart,N_SD,N_n,N_SE,CN_Mean ,CN_plantpart,CN_units,CN_n,CN_SE,15N_Mean ,15N_plantpart,15N_SD,15N_n,15N_SE,15N_Mean ,15N_plantpart,15N_SD,15N_n,15N_SE,13C_Mean ,13C_plantpart,13C_SD,13C_n,13C_SE,13C_Mean ,13C_plantpart,13C_SD,13C_n,13C_SE,NO3uptake_Mean ,NO3uptake_SD,NO3uptake_n,NO3uptake_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Starch_Mean ,Starch_units_plantparts,Starch_SD,Starch_n,Starch_SE,Sucrose_Mean ,Sucrose_units_plantparts,Sucrose_SD,Sucrose_n,Sucrose_SE,Sucrose_Mean ,Sucrose_units_plantparts,Sucrose_SD,Sucrose_n,Sucrose_SE,NSC_Mean ,NSC_units_plantparts,NSC_SD,NSC_n,NSC_SE,Field_Lab,notes,Other species present? Context,Epi_biomass_Mean ,Epi_biomass_units,Epi_biomass_SD,Epi_biomass_n,Epi_biomass_SE,Consumption_Mean,Consumption_units,Consumption_SD,Consumption_n,Consumption_SE,Exp. Approach Environment (obs/man) ,field/lab,Other species present? Context,Context notes,Epiphytes Scraped (y/n/NR),Epiphyte manipulation (y/n),Epiphyte notes,Epiphytes present during grazing
11,22,2,,GH,"Olsen, Y. S.","Potouroglou, M.","Gracias-Bonet, N.",2015,Warming reduces pathogen preassure on a climate-vulnerable seagrass species,Estuarines and coasts,3,Spain,2ºE,39ºN,,subtidal,sand,,,Posidonia,P. oceanica,Adult,n,n,y,n,n,n,n,,Treatment,,,,,,na,na,na,na,na,na,man,,Mallorca,,,,,,,,4,14,,2,,36.5,1.5,,32,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7572916667,0.02916666667,4,0.01458333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,focus on seagrass pathogen interactions,NR,no,apears to have no epiphytes in system other than pathogen,no
12,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,low,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,low,2,,,,2,10,summer,,,,,,7.8,0.3,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.552987267,leaf growth (mm/day),1.987912321,6,0.8115618065,,,,,,,,,,,,,,,,,,,,,0.1976869699,mg/shoot d,0.06761120493,6,0.02760215883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
13,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,low,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,low,6,,,,2,10,summer,,,,,,7.8,0.3,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18158668,leaf growth (mm/day),0.6283675788,6,0.2565299898,,,,,,,,,,,,,,,,,,,,,0.168311488,mg/shoot d,0.06043459658,6,0.02467232074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
14,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,low,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,low,12,,,,2,10,summer,,,,,,7.8,0.3,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.552595495,leaf growth (mm/day),0.5302871078,6,0.2164888052,,,,,,,,,,,,,,,,,,,,,0.1281418658,mg/shoot d,0.06780006304,6,0.02767925983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
15,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,low,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,low,24,,,,2,10,summer,,,,,,7.8,0.3,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.479333986,leaf growth (mm/day),1.49245776,6,0.6092933289,,,,,,,,,,,,,,,,,,,,,0.06214340786,mg/shoot d,0.007176608344,6,0.002929838088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
16,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,control,Control,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,control,2,,,,2,10,summer,,,,,,21.3,1.5,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.504995103,leaf growth (mm/day),1.017042087,6,0.4152056934,,,,,,,,,,,,,,,,,,,,,0.2363916731,mg/shoot d,0.02152982503,6,0.008789514264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
17,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,control,Control,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,control,6,,,,2,10,summer,,,,,,21.3,1.5,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79079334,leaf growth (mm/day),0.7956863949,6,0.3248376105,,,,,,,,,,,,,,,,,,,,,0.2624518119,mg/shoot d,0.05911258978,6,0.02413261372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
18,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,control,Control,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,control,12,,,,2,10,summer,,,,,,21.3,1.5,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.092262488,leaf growth (mm/day),1.25082115,6,0.510645596,,,,,,,,,,,,,,,,,,,,,0.3254433308,mg/shoot d,0.06043459658,6,0.02467232074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
19,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,control,Control,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,control,24,,,,2,10,summer,,,,,,21.3,1.5,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06464251,leaf growth (mm/day),1.971871143,6,0.8050130232,,,,,,,,,,,,,,,,,,,,,0.5199691596,mg/shoot d,0.1016056655,6,0.04148033924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
20,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,high,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,high,2,,,,2,10,summer,,,,,,32.8,0.6,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.390009794,leaf growth (mm/day),1.60610266,6,0.6556886651,,,,,,,,,,,,,,,,,,,,,0.2084811103,mg/shoot d,0.04664795424,6,0.01904394757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
21,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,high,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,high,6,,,,2,10,summer,,,,,,32.8,0.6,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10244858,leaf growth (mm/day),0.809495326,6,0.330475083,,,,,,,,,,,,,,,,,,,,,0.1845797995,mg/shoot d,0.06156774527,6,0.02513492675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
22,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,high,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,high,12,,,,2,10,summer,,,,,,32.8,0.6,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.849951028,leaf growth (mm/day),0.9017925212,6,0.3681552551,,,,,,,,,,,,,,,,,,,,,0.1977640709,mg/shoot d,0.03342788624,6,0.01364687741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
23,23,3,,GH,"Kaldy, J.","Shafer, D. J.","Magoun, A. D.",2015,Duration of temperature exposure controls growth in Zostera japonica: Implications for zonation and colonization,Journal of experimental marine biology and ecology,4,USA,124ºW,44.6ºN,2011,intertidal,mud,,,Zostera,Z. japonica,Adult,n,n,y,n,n,n,n,high,Treatment,,,,,,na,na,na,na,na,na,man,,Yaquina Bay,,,high,24,,,,2,10,summer,,,,,,32.8,0.6,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.081096964,leaf growth (mm/day),1.426997522,6,0.582569299,,,,,,,,,,,,,,,,,,,,,0.1898226677,mg/shoot d,0.04098221081,6,0.0167309175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,man,lab,yes,sediment; epiphytes,NR,no,no information on epiphytes on paper; Kaldy replied email: no major epiphytes (photo observations) and no manipulation of epiphyte abundance,N/A
24,24,4,,GH,"Salo, T","Pedersen, M.F.",,2014,Synergistic effects of altered salinity and temperature on estuarine eelgrass (Zostera marina) seedlings and clonal shoots,Journal of experimental marine biology and ecology,1,Denmark,11ºE,55º42'N,2012,subtidal,sand,1,,Zostera,Z. marina,Adult,n,n,y,n,n,n,n,control,Treatment,,,,,,na,na,na,na,na,na,man,,Isefjorden,,,control,,,,,3,,summer,,,20,2,,15,1,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2407307899,leaf growth (mm/day),0.04616320261,3,0.02665233745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.296983117,Number leaves/shoot,0.8926317752,3,0.5153611957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.449781659,Starch rhizome (mg/g),3.176687071,3,1.834061135,123.3869153,Sucrose leaf (mg/g),55.45888039,3,32.01919952,145.5987588,Sucrose rhizome (mg/g),14.6921172,3,8.482497818,,,,,,,,,,,,,,,,,,,man,lab,no,focus exclusively on sea grass,NR,no,apears to be no epiphytes in their lab system,no
